player_sum,dealer_showing,soft,double_possible,split_possible,true_count,action,return
4,2,False,True,True,-10,stand,0
4,2,False,True,True,-10,draw,0
4,2,False,True,True,-10,double,-0.38
4,2,False,True,True,-10,split,0
4,2,False,True,True,-9,stand,0.1
4,2,False,True,True,-9,draw,0
4,2,False,True,True,-9,double,0
4,2,False,True,True,-9,split,0
4,2,False,True,True,-8,stand,-0.06751000000000001
4,2,False,True,True,-8,draw,0.0
4,2,False,True,True,-8,double,-0.38
4,2,False,True,True,-8,split,0
4,2,False,True,True,-7,stand,-0.21790336510411396
4,2,False,True,True,-7,draw,0.0
4,2,False,True,True,-7,double,0
4,2,False,True,True,-7,split,0
4,2,False,True,True,-6,stand,-0.15483598070863974
4,2,False,True,True,-6,draw,0.0
4,2,False,True,True,-6,double,-0.23036930991190835
4,2,False,True,True,-6,split,0
4,2,False,True,True,-5,stand,-0.19
4,2,False,True,True,-5,draw,0
4,2,False,True,True,-5,double,-0.38096620000000003
4,2,False,True,True,-5,split,0.7858126137745826
4,2,False,True,True,-4,stand,-0.5369061953664045
4,2,False,True,True,-4,draw,0.21259385982386197
4,2,False,True,True,-4,double,-0.29780356422479437
4,2,False,True,True,-4,split,0.09612528837568551
4,2,False,True,True,-3,stand,-0.2873739799
4,2,False,True,True,-3,draw,0.2380017053731391
4,2,False,True,True,-3,double,-0.6866367263908579
4,2,False,True,True,-3,split,1.1462771639022526
4,2,False,True,True,-2,stand,-0.31105955302141475
4,2,False,True,True,-2,draw,0.18072974244805667
4,2,False,True,True,-2,double,-0.29695442875688743
4,2,False,True,True,-2,split,1.2563662861669609
4,2,False,True,True,-1,stand,-0.4107580237340463
4,2,False,True,True,-1,draw,0.3068083318484232
4,2,False,True,True,-1,double,0.047319575353667265
4,2,False,True,True,-1,split,1.4430653803844495
4,2,False,True,True,0,stand,-0.5940215712749498
4,2,False,True,True,0,draw,0.25080811488138
4,2,False,True,True,0,double,-0.46268243690716443
4,2,False,True,True,0,split,1.1935211198964992
4,2,False,True,True,1,stand,-0.3485678066647066
4,2,False,True,True,1,draw,0.30067446432049694
4,2,False,True,True,1,double,-0.03555513477093847
4,2,False,True,True,1,split,1.2680513278691097
4,2,False,True,True,2,stand,-0.19300151634895202
4,2,False,True,True,2,draw,0.219424596009532
4,2,False,True,True,2,double,-0.6886492979471575
4,2,False,True,True,2,split,1.3150937792569324
4,2,False,True,True,3,stand,-0.16916735248939085
4,2,False,True,True,3,draw,0.1011113172848323
4,2,False,True,True,3,double,-0.6105973001037076
4,2,False,True,True,3,split,1.2599376545046588
4,2,False,True,True,4,stand,-0.26539041733101204
4,2,False,True,True,4,draw,0.08538380749929994
4,2,False,True,True,4,double,-1.1715308043695645
4,2,False,True,True,4,split,1.1539925338875123
4,2,False,True,True,5,stand,-0.20951000000000003
4,2,False,True,True,5,draw,0.03967010247470687
4,2,False,True,True,5,double,-0.8254970030055501
4,2,False,True,True,5,split,0.6422810989948978
4,2,False,True,True,6,stand,-0.13202459
4,2,False,True,True,6,draw,0.03272802651447434
4,2,False,True,True,6,double,-0.314678
4,2,False,True,True,6,split,0.43064469761247204
4,2,False,True,True,7,stand,0
4,2,False,True,True,7,draw,0
4,2,False,True,True,7,double,-0.07933585674165342
4,2,False,True,True,7,split,0
4,2,False,True,True,8,stand,0
4,2,False,True,True,8,draw,0
4,2,False,True,True,8,double,-0.6576964634227381
4,2,False,True,True,8,split,0
4,2,False,True,True,9,stand,0
4,2,False,True,True,9,draw,0
4,2,False,True,True,9,double,-0.01692200000000002
4,2,False,True,True,9,split,0
4,2,False,True,True,10,stand,0.271
4,2,False,True,True,10,draw,-0.007066199532077099
4,2,False,True,True,10,double,0
4,2,False,True,True,10,split,0
4,2,False,True,False,-10,stand,0
4,2,False,True,False,-10,draw,0
4,2,False,True,False,-10,double,0
4,2,False,True,False,-9,stand,0
4,2,False,True,False,-9,draw,0
4,2,False,True,False,-9,double,0
4,2,False,True,False,-8,stand,0
4,2,False,True,False,-8,draw,0
4,2,False,True,False,-8,double,0
4,2,False,True,False,-7,stand,0
4,2,False,True,False,-7,draw,0
4,2,False,True,False,-7,double,0
4,2,False,True,False,-6,stand,0
4,2,False,True,False,-6,draw,0
4,2,False,True,False,-6,double,0
4,2,False,True,False,-5,stand,0.6225330253469511
4,2,False,True,False,-5,draw,0
4,2,False,True,False,-5,double,0
4,2,False,True,False,-4,stand,0.8307955540360216
4,2,False,True,False,-4,draw,0
4,2,False,True,False,-4,double,0
4,2,False,True,False,-3,stand,0.1663824304318246
4,2,False,True,False,-3,draw,0
4,2,False,True,False,-3,double,1.4297062815695532
4,2,False,True,False,-2,stand,2.0235152566300956
4,2,False,True,False,-2,draw,0
4,2,False,True,False,-2,double,0.38376781498445856
4,2,False,True,False,-1,stand,2.0151754676743368
4,2,False,True,False,-1,draw,0
4,2,False,True,False,-1,double,0.38372780095449216
4,2,False,True,False,0,stand,2.0832226923722703
4,2,False,True,False,0,draw,0
4,2,False,True,False,0,double,0.6765675268666781
4,2,False,True,False,1,stand,0.8320432690111479
4,2,False,True,False,1,draw,0
4,2,False,True,False,1,double,2.051808101980721
4,2,False,True,False,2,stand,0.2904243716018557
4,2,False,True,False,2,draw,0
4,2,False,True,False,2,double,2.0867213582271242
4,2,False,True,False,3,stand,2.052748426775213
4,2,False,True,False,3,draw,0
4,2,False,True,False,3,double,0.5608284208458705
4,2,False,True,False,4,stand,1.7562036258807519
4,2,False,True,False,4,draw,0
